X1;X2;Y
119,075638855089;5213,46894581351;4903,00040729281
146,562951116527;1371,63047102143;18321,6875034512
69,51031015034;-2220,10197449327;2306,23124263197
77,9945382717384;-1541,40255315727;-674,133005684103
145,431132055407;2893,83466924346;14574,5246806467
122,783063544642;3941,6024128648;10505,2496020791
113,405918108575;-908,607964800436;11626,6291863267
158,938620504805;-2311,6723664462;1895,72803689349
77,3990209200472;-1051,80879879437;-241,874104594076
140,847300882829;4061,25084429414;1094,1730556395
42,7073488973143;-38,0994423284492;1598,32186297461
118,107412839208;3488,21800342141;10630,852345062
134,118382323976;-584,508338422078;5061,08567916179
105,396097002437;-159,902439931279;11054,8123437921
127,743410358115;-1971,66227599371;7155,70847650909
168,419813059599;3465,00810428902;8329,54317345446
152,317408417439;-2196,37391657007;21739,0991908168
13,7366812167136;-1432,90705515079;-485,187395490175
48,4650538225786;-1505,79823917088;1313,69227732615
146,214141959766;1410,19608214237;12219,4304310551
-7,97819937595619;-2297,20371967637;-1340,62924734609
109,635944917764;-1840,9131827866;10963,5498025425
169,859464927098;-154,849623205126;27181,789697689
148,69639915891;-1409,55745273895;19078,6544786131
56,4985330745805;-160,457556629655;2021,1220194082
150,405979310305;10226,1843620325;7442,61627646157
77,3444804799831;1543,49945773232;4757,37511590088
150,615792378126;-218,2440519997;22058,7784643918
153,523622263591;-2226,18395484649;21879,7254043132
54,044052534728;-371,835030583998;1668,09579248036
163,070621393436;738,361948891605;22805,951501034
70,4132930413436;-1083,90154578346;1321,44378212735
154,233703480267;9181,58835370799;10879,3445922261
106,093228187673;1977,45309797;7545,21141646589
153,316535065262;5362,27986947662;6861,52640675766
77,7287013532167;-1141,97394787848;4824,64107390926
31,8229041757607;-1749,67154584883;108,622667026256
79,99835333282;2179,08325855596;3705,43158280996
162,455030975663;10430,7644664649;13016,3260413081
129,056556904999;2964,10897063518;6730,3533675287
158,062283377373;5887,03353140311;11490,5061549386
1,28891745679073;-336,367578411805;70,3208114523878
161,167538315156;-1240,92850336019;10099,2534564197
6,77455862200323;-1922,36182917341;-761,380039167217
1,60825530103014;-1878,38425772038;-1122,78497231823
155,180300078244;-1112,1295542755;23433,9678119714
-25,3594309174085;-822,069845528428;291,927117038164
108,579555648422;-1857,04089951043;4654,49339380034
155,28747823836;-1821,73097892621;19812,4074210495
-39,7930633381755;-197,972611410579;1152,05357365733
-2,04907323853198;-603,014820471545;-299,293607224908
128,498107608398;-1720,68387916522;4337,54703824577
134,412630858912;-1441,94776777612;17200,1786851214
93,4111323646473;-2058,26242344635;1714,83234617148
